200000 200000
2 11777 141820
1 56760 174298
2 122608 134223
1 42394 116687
2 119069 168353
1 65225 121518
2 18339 53169
2 158875 180006
1 115772 130705
0 10882 177460
2 69055 179141
1 43353 90882
1 82314 90357
1 199001 199201
2 93919 118070
1 155940 169252
0 125461 179699
1 689 29492
1 21795 32813
2 531 10273
1 48683 105766
2 24965 196649
1 87006 90711
1 2559 174328
0 12830 16692
0 143761 182082
0 78133 136055
2 63040 107626
1 45773 86383
0 40431 46304
0 11339 121714
1 72052 152656
2 43367 182096
0 58101 134048
0 49460 150740
1 75241 94501
1 56962 146908
1 9948 80497
1 12683 188369
2 45406 169466
2 91181 112716
1 79585 85793
2 55518 61681
0 119783 144954
2 85595 120598
1 25424 160836
1 112332 134150
1 14648 110078
1 15450 119369
1 81128 82947
2 193844 196748
1 38241 195989
0 148742 167860
2 112814 186258
2 74175 149764
1 29183 175188
2 3873 195045
2 107814 113951
2 45754 146884
1 128701 198636
2 41802 136207
0 80043 164959
0 28785 189649
2 131395 159668
1 82174 121922
2 67458 90275
1 62503 175564
2 170317 195003
1 117201 145443
2 47956 115838
2 115245 168397
1 9082 133357
1 123006 182557
2 156596 199026
2 43450 81200
1 80068 171475
2 8226 63391
1 58394 140258
2 18945 120189
1 143386 168145
2 196528 199742
0 8825 91473
2 107734 182812
2 19289 64331
2 103513 107781
1 104201 193307
1 66912 112427
2 3019 169037
0 25796 104334
1 47720 165775
0 44249 54295
2 52074 194861
2 151238 185136
2 86879 98417
1 127076 190392
1 36935 100052
2 150973 166964
2 12050 86335
0 28484 164226
1 36591 110611
1 109805 164906
2 66410 159768
2 144904 148192
2 54061 159674
1 24260 86750
2 18593 40038
1 117126 191011
2 119414 160791
2 57142 199992
2 36583 174179
1 62740 138936
2 64295 129151
2 158079 193695
2 3102 47756
2 51357 188369
1 90004 123314
1 28703 156792
1 50718 117584
1 159068 174726
2 12255 65257
2 120545 176052
1 21108 101192
2 25932 59272
2 92013 178726
2 30083 117767
2 120087 146624
1 65142 131871
2 108130 115860
1 36506 74929
1 3536 164875
1 95940 129826
2 73870 117049
1 59333 147065
2 130308 151346
2 77659 185466
2 129731 132090
2 180314 188765
2 4796 120943
1 41302 170706
1 6177 111546
0 52356 117644
2 126226 160639
1 104826 189644
1 36304 108286
1 6824 30315
2 135445 160046
2 65163 100506
1 47062 186106
1 73164 193126
1 46823 184711
2 18707 20408
2 95698 173581
1 524 76508
1 25162 38768
1 31986 68726
1 84151 167432
1 148018 184290
1 31352 192199
2 41176 140830
2 47807 104005
2 124413 176968
2 14347 74837
1 90855 98933
1 45975 112672
2 31053 195420
2 115204 192130
2 148887 179574
1 87158 171773
1 127888 129301
1 93461 158135
2 173092 186781
2 61619 123109
2 160552 168823
1 131414 189576
2 119168 184996
1 22556 177127
0 42366 126080
2 13894 45876
0 90117 133061
0 48252 109411
1 137696 189766
1 110886 177157
1 62333 130002
2 72676 193747
2 112915 144974
1 51823 164677
1 15936 94255
2 46770 108150
1 49378 157563
2 97639 183326
1 155713 173092
2 331 568
2 23395 46685
2 6773 119361
2 179728 180687
0 54032 145364
0 21814 77653
2 124423 148315
1 90153 120692
1 104144 183186
0 10284 59857
1 91430 176778
1 173 149734
1 6946 186723
1 101108 103027
0 73411 161112
1 11577 72939
2 79022 159892
1 80584 109607
2 97756 180122
1 69231 190406
1 13798 198189
0 64275 191401
0 50999 99336
1 68459 126633
1 134618 145923
2 18862 120671
0 14237 68025
2 123844 172506
1 21600 167141
2 65921 90831
2 20982 24558
1 12383 76325
0 28071 128265
2 103503 154705
1 5675 181769
1 49797 126346
1 45755 110723
1 1606 83229
0 50371 154393
2 32644 170950
2 10618 57202
2 48475 49879
2 66960 178144
1 52795 81647
2 23442 179768
1 56363 145918
1 108025 108147
1 109631 174168
1 64024 196738
2 40908 151327
2 161945 175909
0 126773 164597
1 165667 193733
1 111161 162880
0 11360 102674
0 117234 159038
0 67185 149454
1 8749 157706
0 34922 154444
1 144169 195352
1 86061 87613
2 52210 85154
1 134127 134230
0 45391 193947
2 135415 173104
1 90338 173004
2 156145 156510
1 164394 164894
2 81910 116168
0 176690 179802
2 29021 62751
1 147905 156537
1 10827 198384
2 58849 108684
0 44099 186104
1 17103 132386
1 89966 121353
1 93858 170712
0 52622 107717
1 148776 192372
2 72379 177797
2 40000 50687
1 59831 61514
1 36715 130244
1 139172 162400
2 71558 84013
2 95964 192911
1 86770 180412
2 110839 146106
1 19564 144321
0 91943 119226
2 48295 156882
1 24478 175148
2 71074 191798
2 33484 149827
1 33840 119269
1 46156 138510
2 26568 164069
2 89026 160341
1 33348 125587
2 39609 152574
1 25809 47781
2 957 106640
2 109107 143365
1 16806 142591
2 29418 178212
1 29941 116723
1 80792 139727
2 52635 157485
2 76382 83072
2 39034 119694
0 86815 171301
1 187555 193456
2 111936 136821
1 23744 153627
2 99398 169026
0 45691 64501
2 6131 185418
1 38053 90682
1 30787 64259
2 150481 187536
0 38134 179739
1 25690 197752
2 53978 133073
1 77722 93854
2 163101 197225
1 27602 195161
2 26172 150085
1 137976 157119
2 123617 137730
2 125266 192330
1 16430 21358
2 19110 43697
2 64420 68535
0 138316 162389
2 75967 165840
1 125466 187480
0 13653 130783
0 121518 151629
1 75246 183010
1 158938 183928
1 116710 118051
1 115298 160407
0 24827 54588
1 163144 164208
2 45336 67902
2 18346 87155
1 17938 29095
1 55809 189930
1 38819 107885
1 114109 163570
2 32160 177225
1 12239 63811
2 66362 118399
1 189021 198959
0 66861 190422
2 1559 67789
2 30655 48989
1 20585 127490
1 128470 190324
0 8392 128404
1 101970 166765
0 38188 114209
1 180571 186370
1 85945 159380
2 76367 128238
2 60508 142433
1 109498 160134
1 79422 153340
2 60017 87223
1 17492 188421
0 71538 178222
2 109726 171112
1 12449 144166
2 151970 171829
2 16420 158734
2 148711 158853
1 118987 140247
2 78791 114762
0 1985 37920
1 41871 135829
1 114051 170567
0 1233 1516
1 62034 62460
2 14004 104259
1 32002 89090
1 37801 152465
2 49788 94401
2 172961 173192
1 11112 165826
2 18709 169335
1 60013 139903
1 57488 89207
1 119949 144480
1 12202 140560
2 88914 168106
1 140429 157731
2 7519 187958
1 96832 154474
2 62659 152104
1 68071 81368
2 36220 57733
1 63292 118421
2 118489 124125
2 96944 136327
1 20785 89403
1 161215 170952
2 123007 149173
0 19999 53111
1 72759 88455
1 19871 156526
1 109099 136319
1 27520 109021
2 62361 139212
1 5704 159305
1 129108 165060
2 25075 136013
0 175372 195125
1 28484 172694
1 17595 163448
1 37467 133213
2 90138 184346
1 9564 199159
2 54724 98075
2 27062 176780
1 92377 105889
0 130964 178478
2 126089 142145
2 15135 54986
1 104177 178584
2 111797 125472
0 12496 135997
2 22060 55621
2 2765 36487
2 44974 179902
2 46489 72279
2 13065 167109
2 25607 148357
2 142670 196945
0 81819 101122
2 38564 142946
2 65479 78943
1 134564 182533
1 53681 98746
1 15008 102387
2 61497 166456
2 136415 190914
1 139272 153689
2 13405 198294
1 4608 80114
1 35030 174395
1 16861 55979
1 182764 199394
1 14492 131609
1 33293 116879
2 31232 83336
0 101450 136103
1 6144 55129
0 19549 34416
2 24157 126999
2 4353 198552
1 141006 170884
1 70000 72954
1 1609 55818
1 34902 92364
2 60270 182486
1 6026 83936
1 55418 59048
2 6186 167694
1 74634 133185
1 53891 178041
1 32829 111249
1 100555 104479
1 91876 156373
2 165090 177413
1 96181 141712
2 14638 147738
2 123138 152845
2 13549 90832
1 10155 165467
1 30918 59860
0 92689 166585
2 105841 113521
0 5397 198744
1 9609 99162
2 55376 195343
1 126333 199981
1 28523 79179
2 9080 28835
1 19235 35333
1 91369 166505
2 49443 117647
2 55175 155284
0 9609 154028
2 4065 163637
2 135365 196315
2 13926 135347
0 80222 179275
2 25410 100466
1 177095 196138
1 173629 184816
2 10980 102464
2 57373 73991
2 83600 100934
2 4018 66245
0 333 130717
2 106885 130611
1 93035 109886
2 126705 191067
2 14532 122843
1 12825 57233
1 23805 66439
2 81178 125088
2 55373 98465
1 56038 81062
1 11779 136693
2 118665 152714
1 128052 136785
2 1079 35471
2 50004 90783
1 107237 157583
1 90028 125551
2 131468 195983
1 56758 103193
0 117485 159231
1 12277 98583
2 81343 196366
1 18128 24760
2 19208 79393
1 60731 109991
1 164913 183926
2 109477 198271
1 21812 55435
2 110130 194922
1 28760 179641
1 46567 127343
1 40061 125272
1 38994 181173
1 60567 197120
2 37650 190717
1 67023 118915
1 50565 117187
1 40488 88974
0 161878 199104
2 95098 186462
2 86629 141665
0 183289 199073
1 22283 109212
2 19403 37479
1 126472 184955
0 75126 193495
2 32871 160413
1 117253 132798
1 79131 138186
1 54848 181945
2 270 68574
1 183999 189387
2 9563 134917
0 47043 145268
2 132539 148350
2 23476 73812
1 17648 172699
0 105498 195024
0 61374 160036
1 43180 131236
2 47858 120085
1 55006 153597
1 88514 173217
2 30062 33782
1 82673 106311
1 72837 109032
1 90486 137952
1 1862 127286
2 33872 179588
2 22768 135942
1 19958 142853
0 88900 114212
2 3781 58193
2 33843 37050
2 140154 179302
2 165538 186256
2 16686 103491
2 136168 147129
2 77499 97353
2 95219 149648
2 44174 85958
1 40988 174858
2 149403 191398
1 30323 186454
1 82108 135734
2 7466 68365
0 68388 85051
0 136148 137571
1 5770 131423
0 26642 171332
2 159663 187168
1 28156 90847
2 135907 168947
2 82582 134476
1 18316 133848
1 25782 189727
2 10523 94793
2 63023 136053
2 124443 185146
2 10186 156478
1 116141 161929
1 123340 199630
1 8639 128541
2 6855 143115
1 76964 187976
2 51205 66691
0 77836 182799
1 115796 130242
1 54685 102717
1 21061 181223
0 82399 143152
2 130906 142782
2 7569 187675
1 136491 194530
2 147995 182506
1 61463 150063
2 33417 132862
1 132247 165011
2 67728 177748
2 41099 88790
0 60928 171189
1 18447 113251
2 5267 142368
2 78859 105922
1 26854 149692
1 4669 186779
2 90557 154439
1 86686 104875
0 133084 180786
1 21885 132329
1 82813 112798
1 36418 196065
2 117684 135525
1 23606 105954
0 173298 187266
1 160077 167437
0 14023 166986
0 71862 193471
1 121298 137931
1 66471 169979
2 82777 83801
1 35548 188672
2 28343 171073
1 77027 94031
1 154930 180646
1 64435 159035
2 78458 167810
1 71929 131024
1 126212 180924
1 127962 192683
1 96885 192836
1 97861 148622
2 112775 126204
1 110965 136587
1 91517 132760
1 50553 127854
2 83026 134715
0 65740 121536
2 148260 163016
1 12634 90979
0 130635 187864
1 47766 52838
0 445 81966
1 124197 192931
2 41329 125691
2 53546 139106
0 17671 52924
2 90812 174693
2 119997 155424
2 168058 191514
1 15045 55714
2 29102 179164
2 100352 179609
2 20159 97806
1 31847 177840
2 33298 57406
2 50969 166222
0 9754 142015
2 62012 119025
0 107665 169878
2 141944 187284
1 87472 171047
1 71399 124146
2 42786 169205
0 70709 117404
0 24323 91163
1 57385 147836
2 67139 124272
2 102517 191521
2 10182 130545
2 37628 113819
1 1291 159756
2 61048 125437
2 58301 84575
1 155284 192066
2 95959 187318
0 132221 160147
0 44446 84420
2 98685 192293
2 122838 131289
1 76818 133772
2 36574 78199
1 97622 110025
2 13250 72276
2 64342 118384
2 24570 168012
2 16586 138272
1 109359 177384
2 63937 76069
1 121033 123711
1 104663 173835
2 2112 168386
0 17204 194763
2 8013 190437
1 126397 131893
2 61337 67319
2 3092 5591
1 114950 188643
1 95240 174966
0 16273 153582
2 87741 120936
0 39400 182366
2 29917 172956
1 91443 163393
0 11638 25245
2 72975 139741
2 22250 76067
2 4992 181063
1 81471 156029
1 25964 150371
2 59334 113705
2 12423 58484
0 26020 158692
2 50136 188319
2 74983 191733
1 4396 131475
1 117480 153725
2 36156 75069
2 72892 186135
1 31353 139615
1 92845 115301
1 90137 191624
2 116157 129804
2 20828 40939
2 12163 31820
2 34338 132911
0 26184 50392
2 86548 94097
0 59425 189035
2 20389 97134
2 29586 160808
1 21210 138186
2 67366 160692
1 24658 25538
2 56478 173224
2 7168 112643
1 33352 99890
1 43801 157213
1 5958 103226
1 361 127596
0 21553 161169
2 15707 30811
1 130207 176399
1 62113 118289
2 14847 91513
1 120509 179744
1 20399 77553
2 142106 177612
2 93208 183571
2 27519 149697
2 26575 49072
1 79883 133039
1 126443 177065
1 4810 188556
1 3403 57213
1 99499 166094
1 177053 198496
1 35511 64250
1 128719 173805
2 186587 194768
2 21343 116082
2 39450 70734
0 164152 178526
0 10353 168962
2 26176 76821
1 34803 108622
2 29646 107118
1 161240 171368
2 145174 154095
1 48113 163224
0 80548 199873
2 85593 119998
1 98524 167549
1 25229 92300
2 5607 102051
2 53206 122317
2 54879 199205
0 160445 164493
2 25971 30892
2 16169 110469
0 110342 117487
2 112287 123796
2 117192 196189
1 88489 191092
2 94097 117603
0 102993 132766
2 80654 187645
1 68491 198138
1 86990 94462
1 26983 37368
2 35859 144470
2 114899 184619
2 18163 30289
1 9256 160555
1 116051 126859
2 29852 89950
0 26859 33408
1 92422 141349
2 28339 195530
2 65707 162235
1 17918 123056
1 110572 132817
1 10375 79458
1 40014 106367
1 7200 72417
0 78720 85779
2 13476 112128
0 4550 128818
0 112652 116433
1 107300 195020
0 118076 128931
2 95033 145000
0 45754 71727
2 14639 94446
1 101647 109131
2 103778 130483
1 33606 98039
0 125158 162424
2 177274 191428
2 15080 174081
1 144012 152947
1 39045 149731
2 84800 195685
2 4746 15791
2 86524 124922
2 55405 124368
2 40932 69796
2 185976 194954
2 51923 172228
0 62661 150654
2 44406 131960
1 56234 198044
2 129414 193729
2 114827 190674
1 1352 30029
2 87382 125720
1 48514 83005
1 43251 185333
1 37256 116765
1 98060 104263
2 94435 148669
2 4903 34822
1 50669 130606
1 41344 111191
2 23918 71373
1 75107 145216
1 123621 154624
2 117476 166873
1 83638 107986
1 70725 98050
1 12478 192485
1 27307 86191
1 157914 157948
2 139786 185457
1 9375 36452
2 50822 70944
2 25568 190913
1 14008 59396
2 138789 167382
2 38108 100827
1 50586 83479
0 53129 98449
2 127429 151025
1 67215 137919
1 20020 82509
0 14824 70842
1 22247 178107
1 153291 192116
0 47257 167560
1 65467 148084
1 147916 177777
0 46365 82573
2 113742 131028
2 51662 137397
2 50523 161927
2 65348 79480
2 87595 100682
2 31099 157238
1 124798 137265
2 127165 190265
2 84395 155173
2 150119 166968
0 97996 114546
1 90050 151745
1 49121 113672
2 28213 109504
2 10186 110851
2 55244 157638
1 11255 108106
0 8225 138420
2 9945 89132
2 1604 76416
2 190962 193144
1 81012 182075
2 55372 130133
1 62841 74698
2 52009 101901
1 45125 157146
2 181604 195478
2 70630 106181
2 52399 195313
0 113269 118563
0 106414 151695
1 4841 115527
2 31104 60214
1 39407 176705
2 31810 91416
1 13454 52893
2 152736 164724
2 19625 35354
1 4105 24934
2 122668 156540
2 164562 190715
1 106242 163546
2 43542 53698
1 30403 86376
2 3908 178565
0 139693 192020
2 32625 61108
0 23512 80734
2 4229 22020
0 96611 178561
2 102262 143123
0 14328 106670
2 47587 66564
1 141060 152940
2 73200 73940
2 14588 129246
1 124482 161871
1 101735 199100
0 25424 105964
1 2575 172205
1 21190 125302
1 35518 185466
0 68224 83105
2 24165 121032
2 4243 14457
2 145397 182372
1 68872 69880
0 16481 185332
1 127109 161176
2 44244 99314
1 105872 140969
1 26976 42787
2 27364 54750
2 65441 148396
2 29072 68992
2 167716 182255
0 36588 64685
0 25337 53070
2 87725 130598
2 91194 172430
0 59710 197067
2 24043 84532
0 144872 195146
2 60587 88317
1 88631 89659
2 71914 187050
2 52951 147218
2 78289 177267
2 109000 166014
1 84194 138444
2 75054 114506
2 6884 199038
1 97853 143910
1 16186 148579
1 37210 199267
0 51341 140612
1 87831 187482
2 160212 181450
2 90450 102364
2 90996 91467
0 166050 171764
1 49128 172934
1 70787 183239
1 86973 112497
1 86241 102341
1 53934 98197
1 41416 82319
1 117981 119392
1 20345 151107
1 28164 148836
1 117713 199928
0 1097 165408
1 148648 199872
1 58909 177497
2 66525 79838
2 144056 178035
1 60354 162200
2 68174 96099
2 47206 71951
1 112394 166177
2 67752 146459
1 135377 147557
1 63781 175936
0 3635 122690
2 34660 105567
2 49624 151925
1 11824 39477
0 84797 196350
0 48098 68301
1 148096 150831
2 76259 134935
1 70312 120703
2 130555 162600
2 5407 166236
0 57756 117248
2 185525 189943
0 16518 141354
2 19800 26151
2 35532 190601
1 55050 98471
2 47661 190155
1 28299 168364
1 15271 130352
1 12538 20678
1 17414 78434
1 127858 184730
1 1248 87925
1 137400 176169
0 60763 172933
1 46362 71404
2 61559 182793
1 6211 54158
1 28540 52915
0 49170 65454
2 82868 152388
1 10726 172854
2 15004 95197
1 158895 191173
2 165097 168288
1 14650 161900
0 113795 130105
0 62323 167954
2 46554 112846
1 162016 162409
0 15294 114404
1 3610 146613
2 15159 62663
1 90407 96313
1 55504 67363
1 127699 133756
1 59438 180213
2 42536 169089
2 5443 84951
2 167852 170081
2 120664 183146
1 46111 186820
2 63703 108774
1 5087 71941
1 71353 188803
0 116502 155404
1 54106 175940
1 61382 182956
2 79759 146333
1 5761 32766
1 69783 93778
1 12552 56603
1 120306 134935
2 188830 192248
1 133132 179953
1 49290 135357
0 105816 182852
1 12979 88772
1 84883 85643
2 80101 90644
1 42412 184423
2 104220 113327
0 12140 48262
2 28835 153445
2 2929 83321
1 52220 126610
2 2753 35072
2 164404 171188
1 1006 166399
1 46500 93509
1 5264 102426
1 97479 109485
1 65487 121625
0 66812 153801
2 150133 150716
0 43935 76743
1 156160 195848
0 90553 167037
0 84395 113718
0 138119 177904
2 80330 136812
1 94161 152632
2 76000 81779
2 29802 175540
2 22747 96870
0 140805 189235
1 7943 13318
1 61723 103871
2 133942 196260
1 13547 72061
2 125225 193687
1 179092 194209
1 73981 192340
2 6848 167880
1 6528 106979
1 12566 156341
0 20509 99249
1 82233 154358
2 176504 194845
1 83045 124744
1 34784 83842
2 81322 130228
1 120561 172963
2 127410 140604
2 133938 170752
2 6631 181417
0 22232 49240
0 130381 176591
2 115394 153095
0 150700 152493
2 36335 174420
1 117657 123364
2 6972 66518
1 63929 118363
2 34681 138089
1 16098 181147
2 36771 181691
1 112072 112904
0 27466 187623
2 94519 173538
0 84198 185291
1 29642 108655
2 21666 91525
2 9889 134252
0 147978 174247
1 129125 180885
2 165896 194153
2 29654 195153
1 41746 182776
0 6934 156314
1 40513 157318
1 144038 186507
2 124526 164768
2 58778 192470
1 453 149377
1 43117 46614
2 40768 134583
1 70422 91389
2 28521 76619
1 89315 151807
1 109125 112883
1 38093 53164
0 17932 71959
1 10402 197351
1 127207 132631
1 132242 170324
2 21259 177331
1 112648 188316
2 110806 189267
1 16072 194935
1 24170 194004
1 62263 128802
2 134223 166459
2 128642 131574
1 65955 180557
0 29152 68997
1 6483 118654
1 9079 111151
1 86279 138309
2 70733 108351
1 165879 181089
1 26243 48884
1 185053 192702
1 37696 139154
1 20009 103651
2 111719 172649
1 6457 91303
1 16735 122454
2 103014 151100
1 1718 127717
0 47270 93596
1 58832 116993
1 43885 81683
0 180596 183039
1 119400 127435
1 31119 54831
1 11380 153928
1 7115 192735
1 114002 143835
1 61905 159197
1 75126 109176
1 88496 142521
1 24204 128109
2 4800 160425
1 132235 146790
2 36806 103418
2 15823 31150
2 38266 86143
1 89551 152268
1 27817 195972
0 19295 146463
1 106903 107791
1 126175 152253
2 29030 189332
0 151881 175820
2 33831 128978
2 144801 179604
1 30945 162953
0 55390 120496
2 8014 32820
2 22543 95636
1 2539 62601
0 45179 128714
1 118046 168314
2 96248 186280
0 136463 189122
0 116067 185414
1 129208 195372
1 111269 167114
2 161949 175128
2 40447 114024
2 138241 176625
0 60178 138156
1 50720 106470
2 119071 153940
2 24545 65685
2 9959 190057
0 55519 175582
1 166788 192052
1 128738 161722
2 85537 164212
1 23778 62339
2 308 79356
2 25088 51028
2 5218 121321
0 87980 187006
1 93415 107205
1 68997 158849
2 5865 177401
2 19996 139123
1 9256 103336
0 28891 165675
1 25152 45031
1 75921 186471
1 33160 108041
1 109471 112373
2 10326 135930
0 37493 94779
2 36531 100645
2 86005 120641
1 46249 96922
1 75141 77024
1 16645 113608
0 92566 150501
2 38423 42078
1 151549 164017
1 76618 78228
2 32073 82635
2 68604 74001
2 42768 70961
